Identifiant,Nom_officiel,Adresse,Code_postal,Ville,Departement,Region,Coordonnees,Categorie,Domaine_thematique,Themes,Protection_batiment,Protection_espace,URL,Date_de_mise_a_jour
M0904,musée municipal d’arts et traditions populaires,rue Xavier d'Authier,13260,Cassis,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.214464, 5.540037",Inconnu,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Photographie,"Antiquités étrangères : Grecques et romaines;Art religieux (bannières);Beaux-Arts : Dessin, Peinture, Sculpture;Ethnologie : Costume;Sciences et techniques",Inconnu,Abords d'un Monument historique.,www.cassis.fr/culture-festivites/le-musee/,2024-02-07
M0905,musée Alphonse Daudet,avenue des moulins,13390,Fontvieille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.380746, 5.679968",Musée de site. Musée littéraire.,Histoire,Histoire : Biographie,Inconnu,Inconnu,www.fontvieille.fr/patrimoine/,2025-03-07
M0906,musée René Beaucaire,Métropole Aix Marseille Provence / Istres Ouest Provence,13808,Istres,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.50979987780633, 4.9911014111253635",Inconnu,Archéologie,"Archéologie nationale : Préhistoire, Gallo-romain, Moderne;Sciences et techniques;Ethnologie",Inconnu,Inconnu,www.musees-mediterranee.org/portail/index.php?menu=1&num_musee=18,2025-03-07
M0907,musée Ciotaden,1 quai Ganteaume,13600,La Ciotat,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.173755, 5.60973",Inconnu,Ethnologie;Histoire;Technique et industrie,"Archéologie nationale;Arts décoratifs : Céramique, Textiles;Arts du spectacle : Cinéma;Beaux-Arts : Peinture;Archives papier, Photographie, Ouvrages de bibliophilie, Plans;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils;Histoire : Histoire locale et régionale, Biographie;Sciences de la nature : Entomologie;Sciences et techniques : Industrie, Navigation et Pêche",Inconnu,Secteur sauvegardé,www.museeciotaden.org/,2023-04-12
M0908,musée folklorique du vieux Lambesc,2 rue du Jas,13410,Lambesc,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.651927, 5.261964",Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,www.lambesc.fr/mes-sorties/loisirs-et-culture/musee-du-vieux-lambesc/,2023-04-12
M0909,musée-fondation Louis Jou,grand-rue Frédéric Mistral Le village,13520,Les Baux-de-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.744256, 4.795333",Musée Littéraire,Arts décoratifs;Beaux-Arts,"Arts décoratifs : Céramique, Mobilier;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Archives papier, Manuscrits, incunables, Ouvrages de bibliophilie",Protégé au titre des Monuments historiques :  https://www.pop.culture.gouv.fr/notice/merimee/PA00081216?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Baux-de-Provence%20%28Les%29%22%5D&last_view=%22mosaic%22&idQuery=%22d6e2f42-4552-0850-6a56-30dbeed4a756%22,Site inscrit.,www.fondationlouisjou.org/,2024-02-07
M0910,musée d'histoire et d'archéologie des Baux-de-Provence,îlot Post Tenebras Lux,13520,Les Baux-de-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.743732, 4.794938",Inconnu,Inconnu,Inconnu,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081223?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Baux-de-Provence%20%28Les%29%22%5D&last_view=%22mosaic%22&idQuery=%225253ce7-864-b7-3385-003cf0daa8c%22,Inconnu,Inconnu,2024-02-07
M0911,musée Frédéric Mistral,11 rue Lamartine,13910,Maillane,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.831079, 4.782653",Musée de site. Musée littéraire. Maison des illustres (2017).,Histoire,Histoire : Biographie,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081316?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%2C%22R%C3%A9cup%C3%A9ration%20artistique%20%28MNR%20Rose-Valland%29%22%5D&ou=%5B%22Maillane%22%5D&last_view=%22mosaic%22&idQuery=%22c76d1-cdf-b0-bb54-b241b1070fb%22,Inconnu,museemistral.fr/,2023-04-12
M0912,Cabinet des Monnaies et Médailles,1 place Carli,13001,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.295789, 5.383313",Inconnu,Technique et industrie,"Antiquités étrangères : Grecques et romaines, Egyptiennes, Orientales;Archéologie nationale : Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Art moderne et contemporain (médaille contemporaine.);Art religieux (médailles religieuses des XVIIe et XVIIIe siècles);Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Islamiques;Collections militaires (Insignes, Décorations);Archives papier, Numismatique",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081368?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Longchamp%22&ou=%5B%22Marseille%22%5D&last_view=%22list%22&idQuery=%22ba6d036-0071-aea3-3600-5ddc381ad323%22,Site patrimonial remarquable.,musees.marseille.fr/cabinet-des-monnaies-et-medailles,2025-07-25
M0913,musée des beaux-arts,musée des beaux-arts,13233,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.30471863787663, 5.394041457684137",Inconnu,Beaux-arts,"Beaux-Arts : Dessin, Peinture, Sculpture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081368?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Longchamp%22&last_view=%22mosaic%22&idQuery=%2273ffd8e-2135-efb6-1f04-7e1df606c3%22,Site patrimonial remarquable. Site classé.,musees.marseille.fr/musee-des-beaux-arts-mba,2024-02-07
M0914,"musée des arts décoratifs, de la faïence et de la mode",143 avenue Clot-Bey,13008,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.258599, 5.384175",Jardin remarquable.,Mode et textile;Design;Arts décoratifs,Céramique.,Protégé au titre des Monuments historiques. Château : https://www.pop.culture.gouv.fr/notice/merimee/PA00081332?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Bor%C3%A9ly%22&last_view=%22mosaic%22&idQuery=%22b328cb8-713c-323-522f-6460c8067465%22 Parc : https://www.pop.culture.gouv.fr/notice/merimee/JAR0000417?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Bor%C3%A9ly%22&last_view=%22mosaic%22&idQuery=%22ecac3b-5538-71c6-5cb8-8f31ae47aca%22,Site patrimonial remarquable.,musees.marseille.fr/chateau-borely-musee-des-arts-decoratifs-de-la-faience-et-de-la-mode,2023-04-12
M0915,musée Cantini,19 rue Grignan,13006,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.292383, 5.378137",Inconnu,Art moderne et contemporain,"Art moderne et contemporain;Beaux-Arts (Art du XXe siècle.), Dessin, Estampe et Affiche, Peinture, Sculpture",Inconnu,Site patrimonial remarquable.,musees.marseille.fr/musee-cantini-0,2023-04-12
M0916,musée des docks romains,28 place Vivaux,13002,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.29647, 5.367908",Musée de site,Archéologie;Histoire,"Antiquités étrangères : Grecques et romaines;Archéologie nationale (Antiquités gréco-romaines, étrusques, puniques trouvées en France ou provenant de fouilles maritimes)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081335?base=%22merimee%22&qb=%5B%7B%22field%22%3A%5B%22ADRS.keyword%22%2C%22WADRS.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22place%20vivaux%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&last_view=%22list%22&idQuery=%22a58800d-a00-08bc-22ef-74082a86162f%22,Site patrimonial remarquable. Site classé. Abords d'un Monument historique.,musees.marseille.fr/musee-des-docks-romains-0,2024-02-07
M0917,musée Grobet-Labadié,140 boulevard Lonchamp,13001,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.303412, 5.392866",Inconnu,Arts décoratifs;Beaux-arts,"Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles;Beaux-Arts : Dessin, Peinture, Sculpture;Civilisations extra-européennes : Islamiques;Musique : Instruments, Souvenirs de compositeurs et interprètes",Inconnu,Site patrimonial remarquable.,musees.marseille.fr/musee-grobet-labadie-mgl-0,2023-04-12
M0918,musée d'histoire de Marseille,2 rue Henri Barbusse,13001,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.298168, 5.374162",Musée de site.,Archéologie;Histoire,"Antiquités étrangères : Grecques et romaines, Orientales;Archéologie nationale : Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Architecture et urbanisme;Archives papier, Fonds ancien d imprimés, Photographie, Manuscrits, incunables, Moulages, Numismatique, Plans;Histoire : Histoire locale et régionale;Sciences et techniques : Navigation et Pêche",Inconnu,Site patrimonial remarquable. Site classé.,musees.marseille.fr/musee-dhistoire-de-marseille-mhm,2024-02-07
M0919,musée d'archéologie méditerranéenne,2 rue de La Charité,13002,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.300172, 5.367602",Inconnu,Archéologie,"Antiquités etrangères : Grecques et romaines, Egyptiennes, Orientales, Etrusques;Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval;Architecture et urbanisme (Bâtiment);Art religieux (Byzantin)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081331?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Vieille%20Charit%C3%A9%22&last_view=%22mosaic%22&idQuery=%2235412a8-b773-72ae-665a-ae52101d40%22,Site patrimonial remarquable.,musees.marseille.fr/musee-darcheologie-mediterraneenne-mam,2025-07-29
M0920,"musée des Arts Africains, Océaniens et Amérindiens",2 rue de la Charité,13002,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.300172, 5.367602",Inconnu,Ethnologie;Afrique;Amérique;Océanie,"Civilisations extra-européennes : Africaines, Américaines, Océaniennes;Image animée (les premiers films tournés sur les populations des trois continents)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081331?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Vieille%20Charit%C3%A9%22&last_view=%22list%22&idQuery=%22fb822d-4bf5-a8c7-135c-86f6adf5e21%22,Site patrimonial remarquable.,musees.marseille.fr/musee-darts-africains-oceaniens-amerindiens-maaoa,2024-02-07
M0923,musée Ziem,9 boulevard du 14 juillet,13500,Martigues,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.408336, 5.054107",Inconnu,Archéologie;Art moderne et contemporain;Beaux-arts;Ethnologie;Photographie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Médiéval;Art moderne et contemporain;Arts décoratifs : Orfèvrerie, Textiles;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives",Inconnu,Inconnu,www.ville-martigues.fr/loisirs/culture/musee-ziem,2024-02-07
M0924,musée Suffren et du Vieux Saint-Cannat,3 avenue Pasteur,13760,Saint-Cannat,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.621602, 5.295178",Inconnu,Arts décoratifs;Beaux-Arts;Ethnologie;Histoire,"Archéologie nationale : Gallo-romain;Architecture et urbanisme;Art religieux (ouvrages religieux divers des XVIIe et XVIIIe siècles);Arts décoratifs : Céramique, Textiles;Beaux-Arts : Estampe et Affiche, Peinture;Collections militaires : Armes;Photographie, Manuscrits, incunables, Moulages, Plans;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Biographie, Période historique, Histoire locale et régionale;Musique : Instruments;Sciences de la nature : Minéralogie",Inconnu,Inconnu,www.saint-cannat.fr/tourisme-loisirs/culture/musee-suffren.html,2024-02-07
M0925,musée du vieux Saint-Chamas,Saint-Chamas,13250,Saint-Chamas,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.554245, 5.072251",Inconnu,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Technique et industrie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien;Art religieux (patrimoine religieux local : ex-votos et Santibelli...);Arts décoratifs : Céramique, Textiles;Beaux-Arts : Dessin (et pastels), Peinture;Collections militaires : Armes;Archives papier, Fonds ancien d imprimés, Photographie;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Musique : Instruments;Sciences de la nature : Paléontologie;Sciences et techniques : Navigation et Pêche, Transports terrestres (trains)",Inconnu,Inconnu,musee.paullafran.free.fr/,2024-02-07
M0926,musée des Alpilles Pierre de Brun,1 place Favier,13210,Saint-Rémy-de-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.789218, 4.831075",Inconnu,Ethnologie;Histoire,"Archéologie nationale : Gallo-romain;Beaux-Arts : Peinture, Estampe et Affiche;Autres collections : Archives papier, Photographie;Ethnologie : Costume, Mobilier, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Sciences de la nature : Botanique, Entomologie, Géologie, Malacologie, Paléontologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081447?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Saint-R%C3%A9my-de-Provence%22%5D&last_view=%22mosaic%22&idQuery=%225316778-247-b8fe-c20e-db345da7f1%22,Site patrimonial remarquable.,www.mairie-saintremydeprovence.com/que-faire-a-saint-remy/envie-de-culture/musee-des-alpilles/,2025-07-29
M0927,musée des Saintes-Maries-de-la-Mer,6 avenue Théodore Aubanel,13460,Saintes-Maries-de-la-Mer,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.45124, 4.427775",Inconnu,Ethnologie;Sciences de la nature;Archéologie,Inconnu,Inconnu,Inconnu,en cours de réalisation,2023-04-12
M0928,musée de Salon et de la Crau,avenue Roger Donnadieu,13300,Salon-de-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.64095, 5.104363",Inconnu,Beaux-Arts;Ethnologie;Sciences de la nature,"Archéeologie nationale : Protohistoire, Gallo-romain, Médiéval;Art religieux (Vêtements sacerdotaux, sculptures);Arts décoratifs : Céramique, Mobilier, Textiles;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Archives papier, Photographie;;Ethnologie : Costume, Mobilier, Métiers et Outils, Pratiques religieuses et collectives;Sciences de la nature : Botanique, Entomologie, Mammalogie, Ornithologie;Sciences et techniques : Industrie",Inconnu,Inconnu,www.salondeprovence.fr/index.php/salon-a-de-la-crau,2025-03-07
M0929,musée de l'Empéri,Montée du Puech,13300,Salon-de-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,"43.640227, 5.096576",Inconnu,Histoire,"Arts décoratifs : Textiles;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Collections militaires : Armes, Artillerie, Uniformes, Armures;Archives papier, Fonds ancien d imprimés, Photographie, Manuscrits, incunables, Ouvrages de bibliophilie, Plans, Sigillographie;Histoire : Histoire militaire;Musique : Instruments",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081459?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Emp%C3%A9ri%22&ou=%5B%22Salon-de-Provence%22%5D&last_view=%22mosaic%22&idQuery=%227fa887-3154-71a-5461-f7f82ece060%22,Inconnu,www.salondeprovence.fr/bouger-et-decouvrir/culture/musee-de-lemperi/,2024-10-22
M0930,musée des tourneurs,rue haute,83630,Aiguines,Var,Provence-Alpes-Côte d'Azur,"43.776017, 6.243581",Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,museedestourneurssurbois.com,2024-02-07
M0931,"MHAB, musée d’histoire et d’art de Bormes",103 rue Carnot,83230,Bormes-les-Mimosas,Var,Provence-Alpes-Côte d'Azur,"43.150793, 6.340584",Inconnu,Archéologie;Beaux-arts;Histoire,"Beaux-Arts : Peinture, Sculpture",Inconnu,Site classé. Abords d'un Monument historique.,https://musee-bormes.com/,2025-04-15
M0932,musée du pays brignolais,place des comtes de Provence,83170,Brignoles,Var,Provence-Alpes-Côte d'Azur,"43.404216, 6.061427",Inconnu,Archéologie;Beaux-arts;Ethnologie;Sciences de la nature;Technique et industrie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien;Art religieux;Arts décoratifs : Céramique, Mobilier, Textiles;Beaux-Arts : Peinture;Archives papier, Manuscrits, incunables, Sigillographie;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives;Sciences de la nature : Entomologie, Géologie, Mammalogie, Minéralogie, Ornithologie, Paléontologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081560?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Salon-de-Provence%22%2C%22Brignoles%22%5D&last_view=%22mosaic%22&idQuery=%22ea2e2e8-4f1a-4776-3262-0117cf28ad48%22,Abords d'un Monument historique.,www.brignoles.fr/patrimoine-historique/palais-des-comtes-de-provence-392.html,2024-02-07
M0933,musée des Beaux-Arts,9 rue de la République,83300,Draguignan,Var,Provence-Alpes-Côte d'Azur,"43.537982, 6.464818",Inconnu,Archéologie;Beaux-arts;Ethnologie;Sciences de la nature,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Médiéval;Art moderne et contemporain;Arts décoratifs : Céramique;Beaux-Arts : Peinture, Sculpture;Civilisations extra-européennes : Asiatiques;Sciences de la nature",Inconnu,Inconnu,www.ville-draguignan.fr/actionmunicipale/culture,2024-08-22
M0934,musée de la société d'études scientifiques et archéologiques,21 allée d'Azémar,83300,Draguignan,Var,Provence-Alpes-Côte d'Azur,"43.536558, 6.461588",Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,societe-etudes-draguignan.com/web/?page_id=11,2025-03-07
M0935,musée des arts et traditions populaires de moyenne Provence,75 place Georges Brassens,83300,Draguignan,Var,Provence-Alpes-Côte d'Azur,"43.538282, 6.463862",Inconnu,Archéologie;Ethnologie;Photographie;Technique et industrie,"Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives,Agriculture, élevage, moulin à huile, etc.",Inconnu,Inconnu,culture.dracenie.com/musee-des-arts-et-traditions-populaires/,2024-02-07
M0936,musée d'archéologie,place Calvini,83600,Fréjus,Var,Provence-Alpes-Côte d'Azur,"43.433569, 6.736721",Inconnu,Archéologie,"Archéologie nationale : Gallo-romain, Médiéval",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/IA83000735?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Fr%C3%A9jus%22%5D&last_view=%22mosaic%22&idQuery=%22e614887-bea8-5783-6108-870f28504364%22,Site patrimonial remarquable.,www.ville-frejus.fr/fr/decouvrir-et-sortir/histoire-et-patrimoine/musees-et-monuments/musee-archeologique/,2025-03-07
M0937,musée municipal,14 avenue Joseph Clotis,83400,Hyères,Var,Provence-Alpes-Côte d'Azur,"43.119997, 6.130519",Inconnu,Archéologie;Art moderne et contemporain;Beaux-arts;Histoire;Photographie;Sciences de la nature,"Beaux-Arts : Peinture, Scupture;Archéologie",Inconnu,Site patrimonial remarquable.,www.hyeres.fr/musee-des-cultures-et-du-paysage,2023-04-12
M0938,musée Jean Aicard,avenue du 11 mai 1945,83000,La Garde,Var,Provence-Alpes-Côte d'Azur,"43.131242, 5.931994",Maison musée. Maison d'artiste. Musée littéraire,Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Histoire;Littérature,"Arts décoratifs : Céramique;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Archives papier, Manuscrits, incunables;Histoire : Biographie",Inconnu,Inconnu,toulon.fr/envie-bouger/article/musee-jean-aicard-paulin-bertrand,2024-02-07
M0940,musée Archéologique,parvis de la vieille église rue des templiers,83700,Saint-Raphaël,Var,Provence-Alpes-Côte d'Azur,"43.42598957834058, 6.769881214825955",Musée de site,Archéologie,"Antiquités étrangères : Grecques et romaines;Archéologie nationale : Préhistoire, Médiéval",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081714?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=6&mosaicPage=6&ou=%5B%22Saint-Rapha%C3%ABl%22%5D&last_view=%22mosaic%22&idQuery=%2243a488f-6c73-0045-cf5d-107ffa33a813%22,Inconnu,www.ville-saintraphael.fr/cultivee/musees/musee-archeologique,2024-02-07
M0941,musée de l'Annonciade,place Grammont,83990,Saint-Tropez,Var,Provence-Alpes-Côte d'Azur,"43.270865, 6.637291",Inconnu,Beaux-Arts,"Beaux-Arts : Dessin, Peinture, Sculpture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081718?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=3&mosaicPage=3&ou=%5B%22Saint-Tropez%22%5D&last_view=%22mosaic%22&idQuery=%2213cd0f6-aef5-2685-c5da-c8325c4f4b26%22,Inconnu,www.saint-tropez.fr/?s=mus%C3%A9e+de+l%27annonciade,2023-09-14
M0942,musée du vêtement provençal,3 rue marseillaise,83210,Solliès-Ville,Var,Provence-Alpes-Côte d'Azur,"43.181724, 6.039364",Inconnu,Ethnologie,"Arts décoratifs : Céramique, Mobilier;Peinture, Sculpture;Archives papier, Manuscrits;Histoire : Biographie",Inconnu,Inconnu,solliesville.fr/les-musees/,2024-02-07
M0943,musée d’art de Toulon – M.A.T.,113 boulevard du maréchal Leclerc,83000,Toulon,Var,Provence-Alpes-Côte d'Azur,"43.125971, 5.927245",Inconnu,Archéologie;Art moderne et contemporain;Beaux-arts;Histoire;Photographie;Ethnologie;Asie;Arts de l'Islam,"Antiquités étrangères : Grecques et romaines, Egyptiennes, Orientales;Archéologie nationale : Gallo-romain;Art moderne et contemporain;Arts décoratifs : Mobilier;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Asiatiques, Islamiques;Collections militaires : Armes",Inconnu,Site patrimonial remarquable. Abords d'un Monument historique.,toulon.fr/node/2416,2024-02-07
M0945,musée d'Apt,14 place du Postel,84400,Apt,Vaucluse,Provence-Alpes-Côte d'Azur,"43.875736, 5.397687",Inconnu,Archéologie;Arts décoratifs;Histoire;Technique et industrie,"Archéologie nationale : Protohistoire (Oppidum gaulis de Péréa), Gallo-romain (céramique, verrerie, monnaies, objets usuels, mobiliers de tombe des Haut et Bas empires), Art religieux;Arts décoratifs : Céramique (des artisans locaux du XVIIIe siècle);Histoire : Histoire locale et régionale;Sciences et techniques : Sciences médicales (pots de pharmacie)",Inconnu,Abords d'un Monument historique. Parc naturel.,Inconnu,2025-03-07
M0946,musée Calvet (et musée Lapidaire),65 rue Joseph Vernet,84000,Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,"43.946985, 4.803388",Inconnu,Archéologie;Arts décoratifs;Beaux-Arts;Art moderne et contemporain;Ethnologie;Afrique;Amérique;Asie;Océanie,"Antiquités étrangères : Grecques et romaines, Egyptiennes;Archéologie nationale : Préhistoire, Protohistoire;Art moderne et contemporain;Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles, Verrerie;Beaux-Arts : Dessin, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Océaniennes",Inconnu,Site patrimonial remarquable.,www.musee-calvet.org/,2023-04-12
M0947,musée du Petit Palais,place du palais des papes,84000,Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,"43.951088, 4.806317",Inconnu,Beaux-arts,"Beaux-Arts : Peinture, Sculpture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00081945?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Petit%20Palais%22&ou=%5B%22Avignon%22%5D&last_view=%22mosaic%22&idQuery=%22d5babea-6fa8-ea47-c0d-86013abd4054%22,Site patrimonial remarquable. Site classé. Abords d'un Monument historique.,www.petit-palais.org/,2024-02-07
M0949,bibliothèque-musée Inguimbertine,234 boulevard Albert Durand,84200,Carpentras,Vaucluse,Provence-Alpes-Côte d'Azur,"44.0543, 5.045479",Inconnu,Beaux-arts;Ethnologie,"Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Ethnologie : Costume, Métiers et Outils;Histoire : Histoire locale et régionale",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00082006?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Carpentras%22&last_view=%22mosaic%22&idQuery=%22b18235c-b1ca-aad-e68-4e708ef1aaf%22,Inconnu,inguimbertine.carpentras.fr/,2025-07-29
M0952,musée de l'hôtel-Dieu,place Jean Bastide,84300,Cavaillon,Vaucluse,Provence-Alpes-Côte d'Azur,"43.836985, 5.037862",Inconnu,Archéologie;Histoire,"Archéologie nationale : Préhistoire, Paléo-chrétien;Arts décoratifs : Céramique;Ethnologie : Mobilier, Métiers et Outils (pharmacie);Sciences de la nature : Botanique",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/IA84000520?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=3&mosaicPage=3&ou=%5B%22Cavaillon%22%5D&last_view=%22mosaic%22&idQuery=%22dd8b1dc-4876-4a51-ed6d-014aceabbb0%22,Inconnu,www.cavaillon.fr/le-musee-archeologique.html,2024-02-07
M0953,musée Jouve,20 rue Chabran,84300,Cavaillon,Vaucluse,Provence-Alpes-Côte d'Azur,"43.837324, 5.038776",Maison musée.,Arts décoratifs;Beaux-arts;Ethnologie;Histoire,Inconnu,Inconnu,Inconnu,www.cavaillon.fr/le-musee-jouve.html,2025-03-07
M0954,synagogue musée juif comtadin,rue hébraïque,84300,Cavaillon,Vaucluse,Provence-Alpes-Côte d'Azur,"43.836842, 5.038553",Inconnu,Ethnologie;Histoire,"Art religieux (juif);Manuscrits, incunables, Ouvrages de bibliophilie;Ethnologie : Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire religieuse",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/IA84000493?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=2&mosaicPage=2&ou=%5B%22Cavaillon%22%5D&last_view=%22mosaic%22&idQuery=%22c34a3a8-e2ee-b4-f51-52ad62df04%22,Inconnu,www.cavaillon.fr/le-musee-juif-contadin.html,2024-02-07
