Identifiant (ID),Nom de l'organisme,Code postal,Département,Commune,Lien vers la ressource,"si ""enfants"", merci de préciser le niveau scolaire",Titre de la ressource,"Activité proposée (apprendre, se divertir, s’informer,...)",Public cible,Types de ressources proposées,Thématiques,Contenus adaptés aux types de handicap,"Temps d’activité estimé (lecture, écoute, visionnage, jeu)",Pérennité de la ressource
1245,Forum des images,75001,75,Paris,https://www.forumdesimages.fr/le-forum-numerique/,,Le Forum numérique,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé",Cinéma,,Le temps d’une soirée,Accès permanent
1277,Ville de Nîmes,30000,30,Nîmes,http://www.maisoncarree.eu/,,La Maison carrée,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données","Architecture et patrimoine,Archéologie,Histoire",,Le temps d’une soirée,Accès permanent
1299,Musée des arts et métiers traditionnels,12330,12,Salles-la-Source,http://www.visites-panoramiques.com/sandbox/CD12/Salles-la-Source/,,Visite virtuelle du musée des arts et métiers traditionnels,"Expos, musées",Tous publics,Expositions virtuelles,"Arts décoratifs, design, métiers d’art,Histoire,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1305,Musée des Arts Décoratifs,75001,75,Paris,https://madparis.fr/francais/musees/musee-des-arts-decoratifs/dossiers-thematiques/,,Dossiers thématiques,Approfondir ses connaissances,Tous publics,Ressources pédagogiques,"Arts décoratifs, design, métiers d’art,Arts visuels,Histoire,Mode,Musées,Photographie",,Le temps d’une soirée,Accès permanent
1318,Centre National de la Danse,93507,93,Pantin,https://www.cnd.fr/fr/page/2434-de-nouvelles-ressources-en-ligne,,De nouvelles ressources en ligne,Approfondir ses connaissances,Tous publics,"Audio, radio, podcasts,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels,Images, collections numérisées, bases de données",Danse,,Le temps d’un vrai déjeuner,Accès permanent
1345,Association Fréquence écoles,69003,69,Lyon,https://lesupermedia.fr/,,Le Super média,"Actualités, débats",Parents / Éducateurs,Ressources pédagogiques,Éducation aux médias,,Le temps d’une soirée,Accès permanent
1364,Labo Des Histoires,75001,75,Paris,https://soundcloud.com/le-labo-des-histoires,112|Collège|Lycée,Ateliers d'écriture,Partager ses passions,Enfants,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1374,Collectivité de Corse,20200,20,Ville Di Pietrabugno,https://www.isula.corsica/culture/,,a Cultura,"Actualités, débats",Tous publics,"Images, collections numérisées, bases de données","Arts visuels,Cinéma,Littérature, sciences humaines, langues,Photographie,Théâtre, Spectacles",,Le temps d’un vrai déjeuner,Accès permanent
1399,Château de Versailles,78000,78,Versailles,https://www.chateauversailles-spectacles.fr/page/a-voir-ou-a-revoir_a273/1,,À voir ou à revoir : revivez les spectacles,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Histoire,Monuments historiques",Sous-titrage (ST),Le temps d’une soirée,Accès permanent
1410,Archives départementales - Côte-d'Or,21000,21,Dijon,https://archives.cotedor.fr/v2/site/AD21/Decouvrir/Expositions,,Expositions en ligne,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données",Archives,,Le temps d’une soirée,Accès permanent
1501,Région Normandie,14035,14,Caen,https://www.normandie.fr/le-patrimoine-regional,,Patrimoine régional en ligne,"Expos, musées",,Ressources pédagogiques,"Archéologie,Architecture et patrimoine,Musées",,Le temps d’un vrai déjeuner,Accès permanent
1515,TROPIQUES ATRIUM Scène Nationale,97200,97,Fort-de-France,https://tropiques-atrium.fr/rezistans/,Primaire|Collège|Lycée,REZISTANS',"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Expositions virtuelles",Histoire,Navigation au clavier,Le temps d’une soirée,Accès permanent
1630,Fédération EIFEIL,75001,75,Paris,https://www.edita-event.fr/actualite.php?id=10,,Podcast Edition et Création Musicale,"Actualités, débats",Tous publics,"Audio, radio, podcasts","Musique, concerts et opéras",Audiodescription (AD),Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1639,Musée de la Chalosse,40380,40,MONTFORT EN CHALOSSE,https://www.museedelachalosse.fr/Musee-de-la-Chalosse/Evenements/Les-actus-du-musee/Le-Temps-des-vendanges-2.0,|||,Le Temps des vendanges 2.0,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,,,,,,,,","Architecture et patrimoine,Histoire,Musées,,,,,,,,,,,,,,,,,,,,,,,,",",,,,,,,,",Le temps d’une soirée,Accès permanent
1660,Louvre-Lens,62300,62,Lens,https://www.louvrelens.fr/le-louvre-lens/le-blog-des-jardiniers/,,Le « Blog des jardiniers du Louvre-Lens »,Approfondir ses connaissances,Tous publics,Ressources pédagogiques,"Éducation artistique et culturelle,Parcs et jardins",Navigation au clavier,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1683,Musées de Marseille,13233,13,Marseille,https://www.youtube.com/channel/UC0gXp4QfTaD1zQUaPd8Zt6A/featured,,Chaîne Youtube,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé","Archéologie,Architecture et patrimoine,Éducation artistique et culturelle,Histoire,Musées,Peinture,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
1758,Musée de la gendarmerie nationale,77000,77,MELUN,https://www.youtube.com/channel/UCkxPuY4mwQJuuBE1gUXftVA?view_as=subscriber,,L'histoire de la Gendarmerie nationale en mini vidéos,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé","Histoire,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1873,Palais de la Porte Dorée,75001,75,Paris,https://www.palais-portedoree.fr/fr/mon-bel-amour-dans-un-miroir,,À mon bel amour : dans un miroir,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Art urbain (graph, hip hop, street art…),Danse",,Le temps d’un vrai déjeuner,Accès permanent
1896,Musée de l'Ardenne - musée Arthur Rimbaud,08000,08,Charlevillle-Mézières,https://view.genial.ly/5faa4e379bff5f0cee6d41f1/interactive-image-visite-virtuelle-de-lexposition-1870-musees-de-cmz,,"Visite virtuelle de l'exposition temporaire ""1870""","Expos, musées",Tous publics,Expositions virtuelles,Histoire,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2003,Bibliothèque nationale de France,75001,75,Paris,https://www.bnf.fr/fr/mediatheque/les-120-ans-du-metro-parisien,,Gallica part en Live,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Littérature, sciences humaines, langues",,Le temps d’une soirée,Accès permanent
2026,Musée d'art Roger-Quilliot CLERMONT AUVERGNE METROPOLE,63100,63,Clermont-Ferrand,https://www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/marq-musee-dart-roger-quilliot/mon-musee-a-la-maison/,Primaire,Musée à la maison,"Expos, musées",Enfants,Jeux,Arts visuels,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2083,Musée de Cluny - musée national du Moyen Âge,75001,75,Paris,https://www.musee-moyenage.fr/actualites/musee-de-cluny-en-mutations/projet-modernisation-cluny-4/pendant-la-fermeture.html,,Les coulisses du musée de Cluny,"Films, documentaires, vidéos",Parents / Éducateurs,"Vidéo, flux en direct, programmes en différé",Musées,Audiodescription (AD),Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2217,Opéra Comique,75001,75,Paris,https://www.opera-comique.com/fr/mecanopera-la-serie,,"Mécanopéra, la série","Concerts, spectacles",Parents / Éducateurs,Ressources pédagogiques,"Éducation artistique et culturelle,Musique, concerts et opéras",,Le temps d’un vrai déjeuner,Accès permanent
2324,ARTE Radio,92785,92,Issy les Moulineaux,https://www.arteradio.com/serie/double_vie,,Double vie,"Actualités, débats",Tous publics,"Audio, radio, podcasts",Éducation aux médias,,Le temps d’une soirée,Accès permanent
2411,ARTE,67080,67,Strasbourg,https://www.arte.tv/fr/videos/RC-017841/dopamine/,,Dopamine,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2499,Fondation Louis Vuitton,75001,75,Paris,https://sites.fondationlouisvuitton.fr/digital/archimoimini/wheresfrank/index.html#/,Maternelle|Primaire,Où est Frank Gehry ?,Jeux,Enfants,Jeux,Architecture et patrimoine,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2674,Musée Girodet,45200,45,Montargis,"http://www.musee-girodet.fr/delacroix-et-le-duel-romantique,183",,Delacroix et le duel romantique,"Expos, musées",Tous publics,Expositions virtuelles,"Arts visuels,Musées,Peinture",,Le temps d’un vrai déjeuner,Accès permanent
571,Abcdr du son,75001,75,Paris,https://www.abcdrduson.com/,,Le rap français et américain racontés dans le détail,"Actualités, débats",Tous publics,Création et pratiques artistiques,"Art urbain (graph, hip hop, street art…),Musique, concerts et opéras",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
599,Archives départementales - Hautes-Pyrénées,65000,65,Tarbes,http://www.archivesenligne65.fr/article.php?larub=18&titre=acces-thematique,,Archives en ligne,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles",Archives,,Le temps d’une soirée,Accès permanent
614,Archives départementales - Puy-de-Dôme,63100,63,Clermont-Ferrand,https://www.archivesdepartementales.puydedome.fr/n/vous-etes-enseignant/n:165,107|Primaire|Collège|Lycée,Dossiers pédagogiques,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,"Archives,Éducation artistique et culturelle",,Le temps d’un vrai déjeuner,Accès permanent
632,Archives municipales,13003,13,Marseille,http://archivesexpos.marseille.fr,,Expositions virtuelles,"Expos, musées",Tous publics,Expositions virtuelles,Archives,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
644,ART'M - Créateurs Associés,42000,42,Saint-etienne,http://www.exporire.org/,,Rire - La science aux éclats,"Expos, musées",Tous publics,Expositions virtuelles,Sciences,,Le temps d’un vrai déjeuner,Accès permanent
655,Association Gulliver,83390,83,Cuers,https://www.youtube.com/playlist?list=PLtCSTnWoOzSVCYO8MmR5rrgriLU-QSgO6,,Vidéos EchoScientifiques,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Sciences,,Le temps d’un vrai déjeuner,Accès permanent
738,CIRDOC - Institut occitan de cultura,34500,34,Béziers,https://fresques.ina.fr/borbolh-occitan-fr,,50 ans de « borbolh » occitan,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts,Images, collections numérisées, bases de données,Expositions virtuelles","Histoire,Littérature, sciences humaines, langues","Transcription textuelle,Facile à lire et à comprendre (FALC),Sous-titrage (ST)",Le temps d’une soirée,Accès permanent
775,Domaine de Chantilly - Musée Condé,60500,60,Chantilly,https://www.youtube.com/channel/UCz3SI7fH-AbuykSdg2UwBOQ/videos,,Chaîne Youtube,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Histoire,Parcs et jardins",,Le temps d’un vrai déjeuner,Accès permanent
797,Espace COOLturel (médiathèque de Divatte-sur-Loire),44450,44,Divatte-sur-Loire,http://www.mediatheque-divatte-sur-loire.fr/content/crea-originales,Maternelle,15 livres numériques pour les enfants,Livres,Enfants,Livres numériques,"Littérature, sciences humaines, langues",Navigation au clavier,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
846,Grand Patrimoine de Loire-Atlantique - Musée Dobrée (Nantes),44300,44,Nantes,https://grand-patrimoine.loire-atlantique.fr/COLLECTIONS,,Collections en ligne,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Archéologie,Musées",Sous-titrage (ST),Le temps d’une soirée,Accès permanent
899,"LaM - Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut",59650,59,Villeneuve d'Ascq,https://www.musee-lam.fr/fr/la-collection-en-ligne,,Collection en ligne,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Arts visuels,Musées",,Le temps d’un vrai déjeuner,Accès permanent
1002,Musée de la Grande Guerre,77100,77,Meaux,https://www.museedelagrandeguerre.eu/fr/espace-pedagogique/dossiers-documentaires.html,,Dossiers documentaires de la Grande Guerre,Approfondir ses connaissances,Tous publics,Ressources pédagogiques,"Archéologie,Histoire",,Le temps d’un vrai déjeuner,Accès permanent
1086,YouTube,75001,75,Paris,https://www.youtube.com/user/notabenemovies/featured,,Nota Bene,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Arts numériques,Histoire",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1148,Radio France,75001,75,Paris,https://www.franceculture.fr/dossiers/les-idees-claires,,Les idées claires,"Actualités, débats",Tous publics,"Audio, radio, podcasts",Éducation aux médias,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1166,Réunion des musées nationaux - Grand Palais (Rmn-GP),75001,75,Paris,https://www.youtube.com/user/Rmngrandpalais/playlists?view=50&sort=dd&shelf_id=23,,Playlists du Grand Palais,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Audiovisuel,Sous-titrage,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1217,Ville de Vannes,56000,56,Vannes,https://www.kubweb.media/,,KuB [KulturBretagne],"Actualités, débats",Tous publics,Création et pratiques artistiques,"Arts décoratifs, design, métiers d’art,Musique, concerts et opéras",,Le temps d’un week-end,Accès permanent
1607,Val d'Oise Tourisme,95000,95,Cergy-Pontoise,https://valdoise.terredecinema.fr/fr/accueil/s0,,"Val d'Oise, terre de Cinéma","Films, documentaires, vidéos",Tous publics,"Images, collections numérisées, bases de données",Cinéma,Facile à lire et à comprendre (FALC),Toute une vie ne suffit pas,Accès permanent
1609,UNISPHERES,33150,33,CENON,https://unispheres.fr/,,"mediation arts, culture et numérique",Approfondir ses connaissances,Tous publics,Création et pratiques artistiques,"Arts numériques,Éducation artistique et culturelle",Facile à lire et à comprendre (FALC),Toute une vie ne suffit pas,Accès permanent
1615,INECC Mission Voix Lorraine,57000,57,METZ,https://www.inecc-lorraine.com/fr/kit-a-chanter.html,,Kit à chanter,Audios,Enfants,"Audio, radio, podcasts,Ressources pédagogiques,Création et pratiques artistiques","Musique, concerts et opéras",Sous-titrage,Le temps d’une soirée,Accès permanent
1643,Réunion des Musées Métropolitains Rouen Normandie,76000,76,Rouen,https://my.matterport.com/show/?m=RC5N4XJu85K,,Exposition virtuelle - Camille Moreau-Nélaton Une femme céramiste au temps des impressionnistes,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles","Arts décoratifs, design, métiers d’art,Arts visuels,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
